DAYS,DAYS_TO_DELISTING,TICKER,DATE,OPEN,HIGH,LOW,CLOSE,ADJ_CLOSE,VOLUME,52W_HIGH,52W_LOW,CLOSE_MA50,ABOVE_MA50,CLOSE_MA200,ABOVE_MA200,DOLLAR_VOLUME,VOLUME_MA20,VOLUME_RATIO,PRICE_RANGE_PCT,CLOSE_TO_CLOSE_RETURN,INTRADAY_RETURN,OVERNIGHT_RETURN,DAILY_RANGE_PCT,VOLATILITY_20D,VOLATILITY_20D_ANN,HISTORICAL_MAX_CLOSE_TO_CLOSE_RETURN,DATE_HISTORICAL_MAX_CLOSE_TO_CLOSE_RETURN,HISTORICAL_MIN_CLOSE_TO_CLOSE_RETURN,DATE_HISTORICAL_MIN_CLOSE_TO_CLOSE_RETURN,HISTORICAL_VOLATILITY,DATE_HISTORICAL_VOLATILITY,HISTORICAL_HIGH,DATE_HISTORICAL_HIGH,HISTORICAL_LOW,DATE_HISTORICAL_LOW,MAX_VOLUME,DATE_MAX_VOLUME
126,1503,0,20191217,19.5,20.57,18.41,19.09,19.09,175259,30.3,16.06,20.83013048,0,21.81690476,0,3392430.043,96112.74654,1.823473018,0.110769231,-0.018508997,-0.021025641,0.002570694,0.117327539,0.053197593,0.844485612,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,19.09,20191217,2983284,20190620
127,1502,0,20191218,19.13,19.55,18.84,19.4,19.4,92007,30.3,16.06,20.77404693,0,21.79787402,0,1772361.51,95721.72306,0.961192476,0.03711448,0.016238869,0.014113957,0.002095338,0.037685775,0.050875078,0.807616824,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,19.4,20191218,2983284,20190620
128,1501,0,20191219,19.38,19.43,18.51,18.99,18.99,137416,30.3,16.06,20.70408431,0,21.7759375,0,2607697.627,99692.60658,1.378397102,0.04747162,-0.021134021,-0.020123839,-0.001030928,0.049702863,0.050010618,0.793893956,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,18.99,20191219,2983284,20190620
129,1500,0,20191220,18.91,20.94,18.9,20.44,20.44,528941,30.3,16.06,20.69372806,0,21.7655814,0,10628187.83,140573.4059,3.762738737,0.107879429,0.076355977,0.080909572,-0.004212744,0.107936508,0.052932207,0.840272735,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,20.44,20191220,2983284,20190620
130,1499,0,20191223,20.68,22.93,20.01,21.72,21.72,120216,30.3,16.06,20.73397402,1,21.76523077,0,2591055.52,138634.6054,0.867142801,0.141199226,0.062622309,0.050290135,0.011741683,0.145927036,0.054235523,0.860962243,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,21.72,20191223,2983284,20190620
131,1498,0,20191224,21.83,22.58,21.2,21.41,21.41,35739,30.3,16.06,20.76048484,1,21.76251908,0,776608.47,128835.0239,0.277401276,0.063215758,-0.01427256,-0.019239579,0.005064457,0.06509434,0.053038764,0.841964279,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,21.41,20191224,2983284,20190620
132,1497,0,20191226,21.58,23.13,21.25,22.55,22.55,126048,30.3,16.06,20.83066191,1,21.76848485,0,2812130.88,128569.5931,0.980387329,0.087117702,0.053246147,0.044949027,0.007940215,0.088470588,0.053905383,0.855721431,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,22.55,20191226,2983284,20190620
133,1496,0,20191227,22.77,23.52,21.56,23.08,23.08,104804,30.3,16.06,20.91887124,1,21.77834586,0,2381146.88,126306.2033,0.829761305,0.086078173,0.023503326,0.013614405,0.009756098,0.090909091,0.053845518,0.854771094,0.147251639,20190930,-0.137625289,20190909,0.366127024,20190620,29.88,20190828,23.08,20191227,2983284,20190620
134,1495,0,20191230,23.12,34,22.95,27.27,27.27,831883,34,16.06,21.16793511,1,21.81932836,0,23353728.75,193503.9934,4.299048228,0.477941176,0.181542461,0.17949827,0.001733102,0.481481481,0.066042288,1.048388821,0.181542461,20191230,-0.137625289,20190909,0.481481481,20191230,29.88,20190828,27.27,20191230,2983284,20190620
135,1494,0,20191231,26.22,27.14,21.8,22.19,22.19,349993,34,16.06,21.20801609,1,21.82207407,0,8298334.03,208407.7083,1.679366866,0.203661327,-0.186285295,-0.153699466,-0.03850385,0.244954128,0.080132675,1.272066774,0.181542461,20191230,-0.186285295,20191231,0.481481481,20191230,29.88,20190828,22.19,20191231,2983284,20190620
136,1493,0,20200102,22.31,22.96,19.35,20.08,20.08,302106,34,16.06,21.16378017,0,21.80926471,0,6282797.78,217331.3552,1.390070935,0.161810847,-0.095087877,-0.099955177,0.005407841,0.186563307,0.082715408,1.313066388,0.181542461,20191230,-0.186285295,20191231,0.481481481,20191230,29.88,20190828,20.08,20200102,2983284,20190620
137,1492,0,20200103,20.1,20.79,18.87,19.17,19.17,187422,34,16.06,21.08559271,0,21.79,0,3675345.42,214482.8451,0.873832123,0.095522388,-0.045318725,-0.046268657,0.000996016,0.101748808,0.083246355,1.321494919,0.181542461,20191230,-0.186285295,20191231,0.481481481,20191230,29.88,20190828,19.17,20200103,2983284,20190620
138,1491,0,20200106,19.02,20.38,16.87,19.94,19.94,677807,34,16.06,21.0406675,0,21.7765942,0,12921260.78,258608.9551,2.620972656,0.184542587,0.040166927,0.048370137,-0.007824726,0.208061648,0.080729596,1.281542614,0.181542461,20191230,-0.186285295,20191231,0.481481481,20191230,29.88,20190828,19.94,20200106,2983284,20190620
139,1490,0,20200107,20.75,20.9,19.75,20.11,20.11,310453,34,16.06,21.00417074,0,21.76460432,0,6287708.093,263546.4832,1.177981949,0.055421687,0.008525577,-0.030843373,0.040621866,0.058227848,0.080111989,1.271738405,0.181542461,20191230,-0.186285295,20191231,0.481481481,20191230,29.88,20190828,20.11,20200107,2983284,20190620
